,name,desc,date
101,Upside Supplements,"Upside Supplements creates delicious and healthier ways to consume CBD.
Hopkins Connect: Gregory Weiss Founder
https://www.linkedin.com/in/gregory-weiss-4834634/",2022-04-13T21:45:41.658Z
102,Project Jay LLC,"JHU Connect: Junjun Chen
https://www.linkedin.com/in/junjun-chen/

AI Driven analytics tool predicting FDA/CFDA clinical trial results to facilitate drug development and help financial investments in the biotech sector",2022-04-13T21:45:41.655Z
103,Talosix,"https://www.linkedin.com/in/dennis-chien-87b4434/
seed round in 2018
generates Real World Evidence, applies advanced analytics, and fills significant unmet information needs in the healthcare ecosystem",2022-04-13T21:45:41.653Z
104,Techie Tykes,"https://www.linkedin.com/in/stephanie-law-8b2b0780/?originalSubdomain=sg
tech education for pre schoolers?
singapore located
founded other tech education startups
",2022-04-13T21:45:41.651Z
105,Quan Dx,"Molecular Diagnostics
4.3 million
founder from carey
https://www.linkedin.com/in/hao-yu-2a6b7024/",2022-04-13T21:45:41.649Z
106,Trucklabs,"https://www.linkedin.com/in/adambaumgartner42/
CEO: https://www.linkedin.com/in/danieljamesburrows/
XStream Trucking is a hardware startup that builds TruckWings to improve the fuel economy of semi trucks
Raise: 12 million",2022-04-13T21:45:41.647Z
107,Etch,,2022-04-13T21:45:41.644Z
108,Brainhood,"https://www.linkedin.com/in/apiadotrixia/
https://www.hellobrainhood.com

We know the challenges teens face in today’s world. The pressures of academics, extracurriculars, and now ... the pandemic and online schooling. We also know the challenges parents face in guiding their teens into an ever-changing world.  Because we understand, we can help you and your teen navigate those challenges. We believe that creative teens became successful well-rounded adults. Our creativity was encouraged by our own mentors and peers. And through Brainhood’s creative community, we want to help teens gain the confidence and strategic skills that will prepare them for school, career, and life.   Brainhood is not your typical online school. Our classes are engaging and interactive. We teach necessary 21st-century skills. We encourage our teens to take their creativity offline. Through our virtual community, teens learn from each other and a network of diverse young professionals. We give teens individualized guidance in our one-on-one mentorship.",2022-04-13T21:45:41.643Z
109,Tempo,"Founder: Anne-Lise Sharbatian (https://www.linkedin.com/in/anne-lise-sharbatian-bb9978a7/)

What does this company do?
Tempo (still technically in stealth) is a platform that naturally integrates product discovery and shopping experiences into games.

Why is this interesting?
Natively-experienced ads are finally taking advantage of the previously-untapped user base in gaming for advertising. Tempo would be a great way to get an early look into the changing atmosphere here.",2022-04-13T21:45:41.640Z
110,Tellor,"Founder: Brenda Loya (https://www.linkedin.com/in/brendaloya/)

What does this company do?
Tellor has developed a Decentralized Oracle that uses Proof-of-Work and staking to provide a secure and trustless option to input high-value data into smart contracts on the Ethereum network.

Why is this interesting?
Finally the revolutions in blockchain / making it more efficient have come w/ staking, would be great to just learn more about this evolving space as a whole",2022-04-13T21:45:41.639Z
111,Bioverge,"Founder: Neil Littman (https://www.linkedin.com/in/neil-littman/)

What does this company do? https://bioverge.com/

Bioverge is a highly curated investment platform focused on providing our members access to some of the most promising early-stage healthcare and biotech startups.

Why is this interesting?
Impressive founder, wall street experience in healthcare investing. Decentralized funding platforms for RE have been very successful, interested to see how the equivalent in the healthcare space works.",2022-04-13T21:45:41.636Z
112,Hook Logistics,"Whitelabel fulfillment company that is removing fees from the process for fulfillment companies.
https://www.hooklogistics.com/
https://www.linkedin.com/in/sealbinhan/",2022-04-13T21:45:41.632Z
113,OneOncology,"Big co started by Carey Alumn

https://www.linkedin.com/in/robin-shah-8072bb35/. Former Flatiron Health VP",2022-04-13T21:45:41.630Z
114,Blockchain triangle,"https://www.linkedin.com/company/blockchain-triangle/about/

Fund 1 LP- https://www.linkedin.com/in/logan-sugarman-cfa-9906227/",2022-04-13T21:45:41.628Z
115,Solve Finance,"Stealth. Financial health dashboard with AI powered advice designed to help customers save on borrowing costs.

https://www.linkedin.com/in/sean-hundtofte/ - very strong background. Masters at JHU in 2001. Former Chief Economist, Head of Credit Risk, and Head of Acquisitions @ Better.com. PHD economist with roles at Federal Reserve, Bridgewater, and distressed consumer credit fund.

https://www.solve.finance/",2022-04-13T21:45:41.624Z
116,Swirepay,"Swirepay, https://www.swirepay.com/
Hopkins Connect, https://www.linkedin.com/in/adithya-murali/, WSE BS & MS ChemBE ‘12

Global B2B payments platform 
Provides SMEs easy access to a marketplace of lenders
Single point of payment integration, appears to integrate collections, lending, bookkeeping, CRM stuff, etc.
Still pretty early stage, founded in 2019
",2022-04-13T21:45:41.623Z
117,Genetoo,"https://www.genetoo.com/

Hopkins Connect
Christopher Whitman
https://www.linkedin.com/in/christopher-whitman-chris/

What does this company do?
Generating surfaces that inhibit bacterial attachment and bacteria proliferation, without the need for antibiotic treatments.

Why might it be interesting for ALC?
Won NASA’s space race competition
Incorporated and licensed a NASA patent
Tech will be incorporated in Falcon 9’s trip to the moon
Lot of applications of tech (ton of different types of implants, endoscopy)
",2022-04-13T21:45:41.621Z
118,OpSense,"OpSense, https://www.opsense.com/
Hopkins Connect, Stu Gavurin, WSE ‘83 & Financial Econ Advisory Board Member, https://www.linkedin.com/in/stugavurin/

IoT management platform to streamline operations for companies in the foodservice industry
Can manage multiple restaurants, grocery conditions, cold supply chains, and smart buildings

Even though it looks like a management software for the C-Suite, permissions can be added so people at every level of the company can leverage the platform
They’re already working with notable foodservice companies like CAVA, Gusto, jasmine, etc
",2022-04-13T21:45:41.618Z
119,Fishtown Analytics,,2022-04-13T21:45:41.615Z
120,Constellation Research,,2022-04-13T21:45:41.615Z
121,Bidvine,"https://www.linkedin.com/in/danielstuart/
-Platform that connects you with LOCAL professionals for various services at a competitive price point, based out of UK
-Raised total of 3.3M, last raised in 2017

",2022-04-13T21:45:41.613Z
122,VastBiome,"VastBiome uses proprietary methods in genomic sequencing, artificial intelligence, and synthetic biology to discover biomarkers and novel therapeutics for the most challenging immunologic disorders.

(i.e. they're reverse engineering the gut microbiome)

Hop connect is Peter McCaffrey (https://www.linkedin.com/in/peter-mccaffrey-b2524843/), MD at Hopkins from 2009-2014

The company raised $2.93 million of venture funding from Merck Global Health Innovation Fund, Viking Capital (New York), Good AI Capital, and ChinaRock Capital Management on May 5, 2020. Neue Fund and Hike Ventures also participated in the round.

Technical details here: https://www.medstartr.com/project/detail/201150-VastBiome",2022-04-13T21:45:41.611Z
123,Common Curriculum,,2022-04-13T21:45:41.608Z
124,ShareRocket,"https://www.linkedin.com/in/david-flaxman-70b3652/
sharerocket.com

Social media analytics platform, gives insights into performance and consumer engagement for businesses of all sizes

Raised 5.7M series A",2022-04-13T21:45:41.606Z
125,10 Senses,"https://www.linkedin.com/in/marek-k-zielinski/
http://10senses.pl

Supports improvement of data sets so that data science techniques can be more effective on existing data - ""We do this by improving data quality and data related processes while also identifying and putting to work previously unused data. This allows for smooth and thougtfull implementation of data science applications such as reporting, forecasting and finally artificial intelligence.""

Polish, has not raised any money, maybe worth an intro call",2022-04-13T21:45:41.605Z
126,Coognitive,"https://www.linkedin.com/in/itzikgini/
https://coognitive.com

Optimizes user experience using AI and analytics on how applications are being used through a variety of their micro services  

Has not raised yet",2022-04-13T21:45:41.602Z
127,Progentec Diagnostics,"Developing biomarkers to continuously monitor and treat autoimmune diseases remotely. Partnering with multiple research institutes to commercialize their biomarkers

Hopkins Connect: https://www.linkedin.com/in/mohanpurushothaman/
Website: https://www.progentec.com/",2022-04-13T21:45:41.599Z
128,Dwily.com,,2022-04-13T21:45:41.598Z
129,Even,"Paycheck delivery platform focusing on early payments as well as bill management for employees at larger companies. Seem to have taken off in COVID times.

https://www.linkedin.com/in/evangoldschmidt/",2022-04-13T21:45:41.597Z
130,Nephrosant,"""Nephrosant is commercializing a low-cost, non-invasive diagnostic assays for kidney injury which has raised over $6.1M in funding."" -https://www.linkedin.com/in/joshuayoungyang/

""While early detection saves money and increases therapeutic options, diagnostics to detect early kidney injury did not exist. Until now. The QiSant Assay and Score provides a quantitative measure of kidney injury, detecting injury in its earliest stages and providing a risk score that enables clinicians to intervene."". 

Startup has been present on linkedin for ~3.5 years. Most likely too big for us given they've raised 6.1M.",2022-04-13T21:45:41.594Z
131,Confluency,"https://www.confluency.ai
Mason Throneburg - MS Environmental Engineering
https://www.linkedin.com/in/mason-throneburg-479111b9/

Water - Data - Optimization

Through the confluence of data, models, and the deep insights of engineers and operators, we help teams harness the full capabilities of simulation models, paired with the insights of advanced data-analytics, to make better decisions, faster.

A core challenge of the Digital Transformation of water is bridging the informational, conceptual, and geographic boundaries of complex water systems. We believe that by leveraging the knowledge, data, and toolsets of distinct teams, we can identify solutions that will deliver better outcomes for utilities, for residents, and for the environment.

We work closely with consulting firms and utilities to understand how we can integrate trusted models together with data analytics in new, powerful ways to address planning and operational challenges. We develop solutions that enhance the value of the tools that engineers already use to yield deeper insights. And while we believe that data coupled with advanced algorithms can unlock enormous value, we believe that the greatest value of machine learning and AI is to better inform the engineers and operators who understand these complex systems inside and out.",2022-04-13T21:45:41.592Z
